18.112598 27.848671 K8III
20.778977 16.914308 O0VII
19.669943 17.453759 M0I
17.969982 29.954979 B0I
17.413002 28.615481 O2IV
17.323561 28.178386 G2I
19.95571 16.886172 F8V
29.095599 14.392071 F0VII
17.36989 27.695236 G2I
18.060575 28.894883 O5III
28.108103 14.71207 G3VI
28.394632 15.410854 G6VI
17.922336 29.690561 F9V
18.819239 27.640943 G6VII
21.294695 16.728227 O3I
27.18729 15.337565 B7III
21.266013 16.717065 B5III
17.001203 27.546358 O6VI
20.456982 17.821675 G0VII
17.586886 28.306774 G8V
18.454173 28.231357 B1VI
17.906583 27.067597 K6VI
17.176112 28.27583 K5V
18.118779 27.13881 B0IV
18.516809 28.413941 K6I
19.15972 28.624999 M1II
18.208942 27.424232 G6II
18.800303 29.620961 G6V
17.614486 27.474755 G2II
27.383987 15.253924 A9I
18.406103 28.438215 B3III
26.649487 16.64347 A5IV
19.816714 17.383716 K7IV
18.338102 27.934853 F9IV
20.765057 17.583024 G0VI
17.542324 28.076779 O4IV
27.409422 14.875313 K6I
17.54768 28.482266 K0V
16.607356 28.787801 K1I
18.37024 27.870997 O5V
19.530126 27.692305 K0II
17.70158 28.798778 A5IV
18.424005 28.841983 F7I
17.869777 27.518519 G9I
20.490002 17.928664 G3II
28.301528 15.695098 M0V
28.528054 14.696749 M3I
18.135644 27.29141 G1V
16.717354 28.176028 M9IV
20.989576 18.989057 O4I
17.688134 27.943318 G3V
19.195192 27.486777 K4III
18.205891 28.794254 B0VI
19.449801 17.863015 F2IV
20.960099 17.944464 B3II
20.419547 16.805119 B0II
20.235348 17.497265 K7VI
19.025737 28.007143 F4III
18.099303 28.371976 K4III
18.776715 28.119771 K3V
18.193891 28.730313 O8VII
21.001792 16.268383 G0II
18.841539 27.690705 G5I
26.386413 15.661113 B3VII
16.932928 28.061934 A9V
18.872741 29.626619 O0II
17.693834 28.536568 B5V
18.324442 30.555995 B4VI
19.923138 17.629399 B9III
18.311626 29.006267 B8V
18.08866 27.101485 O1VII
18.684918 27.594585 F5III
19.122443 29.377997 M3II
17.431924 28.186494 B1II
28.178443 14.049019 A0I
17.494347 28.071932 O0III
20.127044 15.312469 A2IV
17.523274 27.731166 G9III
17.224701 28.196807 O9V
17.452833 28.838337 F7VI
17.93371 30.068042 F4VII
18.741627 27.553123 K8III
18.198163 27.511817 B2VI
27.618597 15.339184 K1II
19.938443 17.216464 K4VII
18.990091 16.646092 A8VII
18.246192 28.733911 M5VII
17.398093 27.013907 B0I
20.600353 17.849886 F0VII
17.064453 27.455392 O6VI
28.559073 15.809228 A4IV
19.929117 17.312299 F0VII
21.38593 17.197532 A4V
17.703306 28.021924 F0V
16.568176 26.847489 A6VII
18.144707 28.205796 F3I
28.744558 16.053809 K7VI
20.832609 17.194048 K5VI
16.565579 28.260002 K5I
28.516713 15.061602 M4III
18.462872 29.390722 F9II
17.900813 27.821778 B5VI
17.847121 27.744264 O5III
16.633381 27.390634 B8IV
17.900199 28.521143 M7VI
16.857733 27.804709 K2II
20.649416 15.99322 K9VI
28.105616 13.952762 F4IV
17.61245 29.189239 O5VI
17.815011 29.066793 O0VI
17.247867 27.441246 F0III
18.324316 27.920179 O7VI
26.582613 14.959734 B1IV
18.805233 29.095026 M1I
18.070395 28.354298 G9III
18.386257 29.18602 M5IV
18.313545 28.233412 M6IV
16.326681 27.877312 O1II
17.718704 29.108746 O2VII
18.608818 28.076581 G9III
16.929413 28.39801 A2III
17.343994 28.82004 M3III
17.891638 28.372349 M3IV
19.77569 16.492502 K6III
17.200867 26.887018 K0II
19.257873 17.119473 B6V
17.331034 28.145204 O3VII
17.145736 28.668356 K6IV
20.084631 16.178846 F4VI
18.117445 28.840232 B1I
19.111796 28.962453 A0I
20.57521 18.034634 O2V
17.767093 28.11914 A5IV
17.069265 26.669261 G8I
18.907933 27.687835 M7I
18.491809 28.405902 F2II
18.570285 29.202211 A3III
17.858569 28.582849 O2V
28.03741 14.112222 B0VII
28.908448 14.942076 G0II
16.346378 28.83902 A9IV
18.491829 26.782603 A0IV
17.62976 26.775509 K5I
27.576705 15.699183 M1VI
28.281229 15.404107 F4VII
18.188354 30.127691 M5III
18.947795 28.104741 K9III
17.302864 28.306528 A0V
17.585724 28.708679 B3IV
18.589901 27.513033 O0VII
17.734673 27.54375 A9VI
17.537247 27.956362 K5I
18.223671 28.175458 B3VII
21.665099 17.43091 G4I
28.337561 15.387461 M3II
20.006855 17.801837 B9III
17.532784 29.295045 B7I
17.60059 27.578426 G1II
18.503731 27.095791 K6VI
18.558565 28.451409 B8VII
17.45611 27.322398 B2V
17.319246 27.555594 O9V
17.098117 28.241322 F7VII
18.148459 28.122615 B3III
17.801454 28.390282 F8IV
18.612409 28.007783 G5I
17.329448 28.698483 A3VII
18.078011 28.038286 M5III
18.557039 28.93862 G4I
16.962035 28.380607 M6IV
19.566514 17.967951 B9V
18.509482 28.093498 A4I
28.635224 15.097361 A5VI
20.495558 18.328543 O1VII
21.239984 16.396414 G3VII
17.574542 28.995371 K9II
18.127979 27.355057 K7III
17.102093 26.60844 K4III
20.598098 17.850454 F9IV
18.522928 28.231682 K1III
20.542816 17.042713 F6IV
19.036332 28.41962 B6V
27.351883 16.097321 K6V
17.811949 27.024765 A0IV
18.579105 28.323815 G0VI
17.688569 28.211384 M9II
17.366353 28.000706 O7I
18.385835 27.341699 B6IV
17.986791 26.723259 G7VII
18.618494 27.523008 A6II
17.997505 28.856723 B0I
21.069645 16.841377 F6III
21.344279 16.282102 K3VI
16.434651 26.706152 B0VI
18.85364 28.566041 O0VII
16.704207 28.051397 G1VI
28.627827 14.224183 K8VII
16.83103 27.179625 M5II
17.843207 28.190136 M1I
17.067563 28.04892 B0VI
17.989358 26.554639 K1I
20.031664 17.418087 O1I
19.535797 17.328115 M3II
18.980948 29.296063 O7VI
18.736138 28.209761 F6I
27.79254 16.440278 O1I
18.513428 27.672221 A7VI
18.957209 28.697586 O7IV
28.417451 17.035198 F3VII
21.380702 18.208361 M2IV
18.461631 28.023598 F2I
18.675513 18.064252 A5IV
20.538201 17.27027 K0VII
17.260766 29.122152 G4II
18.107467 26.995822 K5III
18.069258 28.745527 B1III
18.212104 29.069443 K8II
18.598176 27.878322 A9III
17.686222 27.295631 M3III
19.969204 17.891598 O7III
17.021719 28.119365 M9III
17.784416 27.589589 A4III
18.44831 29.140612 A9VI
17.516109 30.102908 B7III
20.461414 17.158172 O7II
19.842758 16.875644 O0I
20.613207 18.36309 G7III
17.279929 28.241333 F5II
27.569322 15.24456 B9III
17.724325 28.622004 F5VI
27.732641 15.919322 K2I
18.959994 28.360952 O6I
20.197519 17.72461 M4V
21.490578 18.126821 O7VI
28.68364 16.513312 K5VI
17.330421 27.549082 A2V
19.547266 27.418544 M6V
16.51296 27.600548 O1VI
18.619373 28.713088 B8III
18.107278 25.588601 K1VI
19.993149 17.119724 M5VI
16.562049 28.44171 B4VI
20.425101 17.794305 M5III
17.549412 28.468275 F8III
17.971877 28.066043 M7III
18.411618 27.389296 F8V
16.664463 27.623326 F1VI
17.441758 27.279589 K0VII
27.919047 15.475761 K8III
20.388306 18.662247 G5I
17.289332 27.646655 G9I
16.877822 27.419524 F7VI
19.803525 17.577815 F4IV
28.920908 16.524423 M3IV
18.506022 29.941966 K7I
18.216621 27.840925 B0I
26.669048 16.77393 F7II
28.88167 14.994295 F7VI
18.383969 27.601711 F4III
18.243712 28.709808 K5VI
17.772588 28.0031 B7III
18.170184 29.41335 A5II
17.640618 28.736376 K6IV
18.171102 29.34552 A7II
18.070732 27.109182 F0I
17.315416 27.983161 G7V
18.70066 27.971436 O5II
18.793881 28.304157 K5VII
18.640739 27.910254 O2III
17.565261 28.556312 O4VII
17.81848 27.146873 M5V
19.607998 16.755808 A5VI
28.097654 14.947754 K4VII
17.960298 28.131192 F1VII
17.989633 28.710778 B5VI
17.494901 28.888492 F1III
16.77848 28.167008 K9V
18.003095 28.129057 M3III
17.427417 29.977822 G5VII
27.019761 15.942288 A9VI
17.024339 28.95967 A7IV
18.563029 28.881135 A5II
17.084683 28.393864 K0VI
20.887976 17.498817 A6II
18.426112 29.066258 O8VII
20.094416 18.241634 B3V
18.131166 28.545194 O0VI
18.260834 29.126159 B9II
17.153767 27.671726 M9V
18.2882 29.326226 O9VI
18.424587 27.911169 F2III
18.020098 28.142731 F1III
18.823279 27.910962 K8VII
18.637985 28.32077 F2VI
18.464528 28.061404 F9I
17.865321 28.039005 G0IV
17.399358 30.204182 A7II
20.677491 17.954686 A0IV
19.075403 16.486175 F4IV
18.653573 29.168784 M4I
18.307422 29.081545 A7VI
28.106597 15.741949 M2VI
17.677251 27.518428 A2III
18.014522 28.337851 K2V
17.127047 28.191698 K9VII
18.75322 29.296452 O3IV
17.594582 28.829218 B4I
18.351037 28.420885 B2III
16.712228 28.441321 B2II
20.061793 17.751982 F1VI
20.50336 16.661641 B8V
18.06061 29.28559 F4V
17.453593 28.808865 F2III
28.041387 16.10326 M3I
17.395119 29.379453 G3III
20.329743 17.475719 G6I
17.972292 27.762086 M7IV
16.849698 28.143846 A1I
18.929757 28.751255 M1IV
20.410753 18.32884 O0I
17.234421 27.602435 B4IV
16.893602 27.288354 F2IV
17.991291 27.511201 M3VI
17.894269 28.372025 G5I
16.922857 28.729835 A5VII
17.906724 27.970984 B5III
18.350954 28.860401 M1III
20.092704 18.872423 M0III
20.775385 17.104373 A1I
27.239391 15.831392 G7VI
17.995998 28.989649 O3V
16.76084 28.391689 F8II
27.35772 16.614814 O4IV
18.670368 28.023948 M5V
18.862265 28.66731 M5I
17.937844 28.238265 O1IV
18.114133 27.894872 A5V
28.280312 16.481428 A0IV
17.025774 28.647489 B9V
19.06608 28.036907 A1I
19.419786 28.490473 M1V
18.907963 28.562244 G2III
27.376891 16.222203 M9VI
16.435182 26.753872 K2II
20.414752 17.397378 B2V
17.162988 26.334067 B3V
17.878243 26.132569 K8V
17.472252 27.519956 F2VI
18.066824 28.318066 B8III
27.238873 15.00529 O1V
29.17997 15.505605 M2VI
18.31653 28.066254 G5V
16.87326 27.976317 F2III
17.57614 28.100833 F4VII
18.127837 27.846978 M1III
18.053942 26.765446 G4I
17.18113 27.24398 B9V
26.916025 16.601251 B4VI
17.696538 29.6013 G7I
17.36207 28.009362 K5I
16.768947 28.322211 A8II
17.956634 28.731901 G6VI
17.196698 29.549331 G6VII
19.373587 27.5095 F7VI
20.292349 16.130383 A2IV
19.873772 17.747978 M5VI
17.229877 28.740588 M8III
27.604609 16.349679 A2IV
20.198904 16.787149 A3II
20.286285 19.229114 G4II
17.975402 28.309059 A1III
27.218668 15.98475 O3II
16.611029 27.555658 A2I
18.579377 27.02101 M4I
18.023375 30.190021 M1VI
18.221049 28.148025 O6II
21.083921 17.791383 G2II
18.345704 28.232269 M7V
17.47793 28.507467 O4II
19.01627 29.314984 K2III
18.980768 28.278169 M5V
18.506851 27.29117 A2IV
18.516928 29.457954 G2VII
17.306109 27.878245 F5II
27.982889 14.930358 G4VI
17.793381 28.232308 K9V
17.21952 27.862059 K2I
28.016215 15.387918 M4II
19.468119 17.490191 O4II
17.385781 30.24218 K4V
16.807476 27.187179 K5IV
17.212006 28.697072 O4IV
18.583178 28.6982 B2V
20.324136 18.544656 A0V
19.184044 16.621772 A5VI
17.674573 27.634238 O2II
17.409799 26.320412 K2III
18.478784 28.443697 G4VII
18.123874 28.03023 O5VII
19.206542 27.284329 O7V
18.975839 29.225715 G7II
16.965861 28.904685 F3I
17.234154 27.905128 M6VI
17.978259 27.565692 M1VI
17.124743 28.646979 O1IV
19.807009 16.804924 B5III
18.543651 27.945005 G2VII
17.624277 28.52709 M1III
18.149248 26.693984 G5VI
19.299531 27.800765 F8VII
17.457625 28.548517 O0IV
18.325537 28.571869 B8VI
17.448188 28.79425 O0VI
18.205699 26.843973 G4VII
17.880139 28.650758 F8VI
18.100568 27.664721 G4VI
20.314447 17.465685 K1V
18.168685 28.975235 G4VI
17.753407 28.372915 B6I
16.577238 28.064043 A5III
18.561424 29.052356 O7I
18.582813 27.712068 A5III
20.067652 18.334696 O1I
20.547177 16.21215 F9IV
20.423222 17.46056 A8IV
28.623669 16.229823 K6III
18.081876 27.879983 K4VI
18.824766 27.987804 G5IV
18.03512 28.780783 K6I
18.12614 28.394944 K8VII
27.06658 13.898019 A6IV
27.942671 15.703036 B3IV
17.529941 29.007898 M5VII
21.578005 16.961954 O5III
18.001711 28.184501 M9V
18.766809 28.698749 M8V
17.522117 30.181117 F9V
17.493752 27.494791 A5II
18.848275 16.520718 M5V
18.463954 29.151468 F9II
19.409548 17.764407 F1V
18.500892 29.050788 O4VII
17.803515 26.796629 F1II
26.920247 15.398919 K0II
17.361599 27.651995 A0VII
18.302787 28.460255 O6V
18.716559 16.132966 F5III
18.10169 27.67896 G0V
18.026365 29.491377 K7IV
16.883903 26.578401 M8VII
17.513768 29.365938 K6II
18.05595 27.35576 K6II
26.826279 15.535495 A9VII
17.450194 29.183366 F2II
19.370869 27.368885 K5IV
17.778832 28.013511 F6IV
19.062348 29.648891 G9V
19.370515 27.542082 F1VI
17.265165 28.189301 G6V
17.97859 27.642565 A2V
16.906096 27.362105 G2VII
16.895469 29.154233 M6IV
28.679031 16.489074 B2II
19.323992 17.38733 M9VII
19.983566 16.508588 A4VI
17.229126 26.773234 G2III
19.199117 28.093097 M1I
17.750945 28.359418 M4VII
17.870281 27.39103 G7VII
18.686882 28.147361 B8V
17.597825 27.984769 G5VI
20.323375 16.935398 M6III
16.847635 27.720169 K9VI
17.680442 27.752144 M4VI
17.891936 27.642794 F3IV
21.205288 18.229793 A1VII
27.156022 16.409131 M7IV
17.676138 29.504714 F7III
17.231362 27.236311 K2II
17.139674 27.598211 O0VII
18.118757 28.176373 M7VII
18.067375 27.546996 F9V
20.282012 16.005328 B4II
17.165918 27.705958 F1V
17.183627 27.903928 A0VI
28.478471 14.736584 A2II
18.820124 27.657057 B4V
16.694414 27.500669 G7I
17.310858 28.231915 O3III
26.811081 16.363907 A7III
16.717488 27.32969 K5IV
17.963501 28.461786 O9V
16.799097 28.644026 B0III
17.513664 28.977378 K0I
16.686257 27.090356 A6VII
17.949135 29.250066 F2IV
17.761817 27.598634 B4VI
28.967067 15.368316 K4V
17.961416 28.075283 A7I
18.570571 29.042556 F4II
18.610053 29.776571 O7I
27.944644 15.435471 B1V
27.556063 15.954015 G1IV
28.24131 13.646514 F7VII
17.240554 28.639707 M9V
18.540811 27.284733 K5VII
17.718364 27.424421 F6II
18.974394 28.573887 A8VII
18.10283 26.518038 F1I
26.368037 15.642485 O2V
18.017751 28.371633 M6I
19.264076 28.053702 B8V
20.992273 17.11839 B3V
20.183126 19.160194 F8IV
19.809018 18.885896 F4II
17.389886 27.490777 F2VII
17.340722 28.905875 B3VI
28.560734 15.472976 A1VII
20.794386 17.783318 A9III
17.937791 29.630436 B9I
27.280301 16.057014 K5II
27.840347 14.659442 M0II
19.694592 17.759477 A6III
19.409385 28.060015 K6VI
17.701033 27.790559 G6IV
17.429428 26.829825 M4V
19.420855 16.456645 A9VI
17.939326 29.637748 A7II
27.891395 14.842093 F9I
17.033239 27.785869 K7VI
17.847603 27.162926 A8II
18.253606 25.98857 K7III
17.671633 28.001405 M6V
17.358429 27.016524 G8IV
18.375458 27.264892 O5VI
17.686486 29.296646 A5II
17.681313 27.86856 G4IV
17.139655 28.103102 O8I
17.593725 29.642704 G7VI
17.870992 27.834671 B4III
18.434331 26.982527 F4II
18.033286 28.576077 A2VI
20.797987 17.011333 O4VII
18.232505 28.195786 G7II
18.327304 27.444588 M0III
17.817924 27.57506 B9VII
17.440355 29.526587 F6II
18.443717 29.570797 F7VII
17.455425 28.098841 A6V
18.254848 28.592561 K9III
19.115685 26.577374 G8VI
18.402422 26.114948 M9IV
17.712884 28.158046 B2VI
17.222068 27.860091 G6VII
18.541823 27.825445 O1V
17.229788 26.574342 M2II
18.380055 28.005323 M9VII
17.057567 26.49878 A7IV
17.909038 29.060676 B6I
19.10754 29.286971 A3VI
18.759275 28.406878 A4IV
17.13395 27.963361 A4V
17.823698 26.795285 O3VI
17.421047 27.853908 O2VII
17.624461 26.607509 M1I
17.360692 28.214394 O4V
18.080515 28.099743 O8III
17.619167 28.706992 M2II
17.474961 28.707721 A0VI
17.504369 27.250763 K1VI
19.147651 17.523037 G2IV
17.296012 28.675859 O2V
18.724117 28.482899 F4IV
18.828782 29.160798 K6I
17.62965 28.31361 A5IV
18.231563 28.727861 F4I
17.705305 29.620146 O5IV
18.857205 28.068417 G5I
20.472315 17.312679 M1VII
28.757565 15.561286 O3I
20.770782 18.587428 M4VI
19.176006 29.198697 B6I
18.094129 28.387925 A1IV
17.725222 29.130562 F7III
18.03531 27.909881 B5VII
16.844837 27.538127 K7VII
20.220516 16.309659 F1IV
29.033228 15.862671 F3III
18.127284 29.167177 F7I
17.852155 28.64399 B6IV
18.047282 26.888574 F4VII
18.296249 28.528318 O2IV
18.503751 28.410338 G5VII
17.87459 28.584287 M6IV
17.475097 28.167286 A6III
17.241464 27.771493 G0V
17.852643 27.377476 K1VI
17.229644 28.074443 K2V
16.531108 27.454767 O9V
21.061517 16.478863 O3V
28.617285 14.39932 B0I
17.638912 26.361386 B2I
18.014152 29.938865 A1II
17.929697 27.684956 K4VI
17.605626 28.075503 O6VII
27.585223 15.389517 B5VII
17.945429 27.022563 O6III
20.548895 16.951171 A5V
20.437259 15.139797 K0I
17.881589 28.671376 O6II
18.234094 27.420605 K7V
20.712693 17.352693 G1II
20.461853 16.801255 M8VII
17.625149 30.402853 A8IV
17.84292 29.106766 O1VI
17.243644 28.43519 K9III
20.05868 16.609748 A7IV
28.413522 14.390827 F0I
17.596263 27.984297 K5VI
17.774101 28.537341 A8IV
28.838887 14.900781 O7VII
28.09227 15.082787 B9III
18.14366 29.150244 F8II
18.728512 27.389619 B7VII
20.857663 17.258061 B2V
26.660883 14.978259 O6V
21.010214 16.450361 G2I
17.280441 28.075732 K9VI
20.47152 17.509216 G8III
18.121035 27.524093 A1IV
18.231083 28.271997 B3VII
18.624084 26.629737 K1IV
16.763414 29.02916 G0VI
18.399543 27.123519 M9I
18.134121 28.709494 B9VI
18.635012 28.814503 O7III
18.577064 27.759553 G7VI
18.49376 28.708953 G9I
17.876421 27.425651 B1I
27.806368 16.010256 G1I
17.952506 28.513918 F8VI
27.069284 17.022589 A5VI
19.87635 17.045668 A9VII
18.014127 28.506587 O4VI
20.798797 17.956133 B4III
18.251481 28.248858 K9VI
27.300345 15.098554 G7IV
17.623495 28.581524 G1V
16.275488 28.794869 A5I
18.584296 28.298175 G9VI
18.783456 27.442424 G2V
17.827987 29.135723 G2I
18.435584 29.189223 O2III
17.942964 27.51365 A5VI
20.655977 18.15024 O1IV
27.742975 16.186035 B3VII
28.789882 14.779693 G3IV
17.890993 27.840972 O7V
16.45201 27.850958 G7V
21.098642 18.287134 F9IV
17.705085 28.388253 K7II
19.330445 27.697469 M7II
17.523394 28.868953 M4VII
19.370962 17.459182 O6V
21.643909 18.130505 F4II
19.792735 17.08977 G4VI
21.083838 17.311781 G3II
18.246242 28.460298 F6III
17.84267 28.225567 M9V
18.534704 28.528486 G3VI
18.817973 29.131062 A6VI
21.38623 16.199918 K3I
18.467817 27.8994 M3VII
26.112278 15.795657 F4IV
17.488579 27.707847 A7IV
19.465306 30.16286 K8III
17.190967 29.046121 F1V
18.421046 30.155553 B3VI
20.358577 17.227965 F0I
17.935076 29.22573 K1VI
17.511765 27.178429 B6III
18.253794 28.226348 G9VII
19.1325 29.699392 O1V
17.635342 28.035023 G0VI
28.298179 14.172308 M4VII
17.777429 27.74919 M7VI
19.471968 15.373317 M0V
17.467135 27.126027 M4IV
17.277403 28.182144 M4VI
18.295254 28.962093 K0VI
18.583323 30.456994 B4III
18.715853 27.542653 A5IV
17.601785 28.065615 A1V
27.675665 15.517017 K0VI
20.569322 17.473917 A0I
19.723068 16.958878 A8III
17.924136 28.267871 K2VII
16.990013 26.78265 G4VI
21.208012 18.453305 B1V
17.138777 27.169454 K4II
28.806474 15.540549 O3IV
20.408119 17.596884 G4IV
21.558573 17.238445 G0II
17.113771 28.087461 B8V
15.990374 26.960307 M9VI
18.127746 27.881432 B7I
28.648433 15.146034 K0IV
20.453752 17.425249 K8III
16.773074 28.667357 B7VI
28.596786 14.699594 A1IV
18.156446 28.958211 A3III
17.275839 28.254153 A2III
17.943545 28.20924 B1V
16.809517 27.81024 K1III
17.894045 28.182845 K5I
16.641449 27.729486 G6IV
21.196942 16.191631 A2IV
27.690886 14.339765 A2VI
17.455937 28.911034 B9V
17.139138 29.308165 M6III
17.634748 27.731302 M9II
18.447249 27.467464 B2VII
26.634642 14.963072 F3VI
19.67283 28.387281 B5V
17.928899 28.655973 F0IV
18.67757 28.625894 B8I
19.037466 28.915773 G0II
16.380134 27.856789 M7IV
18.010458 29.402315 O5III
18.626858 28.174825 B2VI
17.180289 28.854879 K7VI
17.102191 28.726433 F8VI
17.326011 28.816343 A6IV
19.068293 16.535302 F1V
17.028728 27.776619 G1VI
19.606924 16.601869 B8IV
18.017269 28.113681 A2II
17.356843 28.753368 B1VI
20.721161 16.125223 M0II
17.740944 28.861733 A3VI
18.47729 28.869688 G4IV
21.508646 17.706918 O6IV
17.933353 27.590474 B6VII
17.579297 26.639802 B6VI
18.906339 28.123647 M2VII
17.852275 28.389374 B4VI
17.965935 29.410428 O6V
17.670406 28.562156 O1I
28.334613 14.598135 M5V
28.439004 14.800998 M2III
16.451294 29.572399 F2II
18.074208 26.736158 O3VI
18.299598 27.375112 O6VI
28.05946 15.622967 A9III
29.069528 15.290561 O2V
17.904247 29.486319 O2VII
19.229363 28.62468 K1III
18.163035 28.488326 F5VI
16.681354 29.434824 G4V
18.55785 26.859793 G7III
18.052434 27.573906 G2VII
17.910024 27.201275 F1VI
18.464394 27.993039 B9IV
21.432172 17.564775 F6VI
28.122474 15.021362 K7IV
19.310543 17.47555 G9VI
17.770562 29.306005 M2V
17.180476 27.988419 A8VII
18.268988 27.05621 A2VII
19.272579 28.756464 A6V
17.952754 27.69783 M7V
18.003783 27.213499 O2III
17.269496 27.768539 M5V
17.522306 27.98297 O6II
18.509132 28.384505 G3III
18.827892 28.210708 F8VI
17.351383 28.18782 G8II
17.675661 28.251932 B0IV
17.763392 28.956863 A6VI
16.98215 29.107757 F7I
19.683889 18.362655 B1I
18.805487 29.012156 G5II
28.769629 15.069641 F7I
20.182219 18.317362 B7I
20.968201 16.383375 M2III
17.275846 28.105391 A6VII
18.419797 26.911466 M0IV
17.078192 26.660206 O6VII
20.962892 17.807802 K9V
19.351137 28.47427 M0III
20.677359 17.172368 B3V
18.809294 28.071593 G1I
27.63353 16.006682 B8I
18.065779 27.814055 B4VI
17.969108 28.499878 K0IV
18.081541 28.032578 O6III
18.167699 27.516624 K0II
18.149958 27.385786 B5IV
17.360232 27.578139 G9VII
18.518571 27.488227 F1VI
17.757221 28.393835 A8VII
21.061444 16.745521 K6II
22.246365 16.722638 K3III
16.708235 26.855754 F5II
19.075549 28.948911 O7III
17.250332 27.559143 M4I
28.467181 14.331516 B0II
16.684336 26.838596 B7III
17.751487 28.011152 K3VII
16.741836 27.880036 K1I
17.810649 26.46269 O7III
20.150033 17.18575 G3VI
20.117304 17.271445 F2IV
19.119255 29.169707 K4VI
18.201084 27.788854 M3IV
28.688499 15.899079 M2V
18.136797 28.023227 G2III
18.932306 29.607508 O5I
28.863281 16.852342 B2IV
20.881053 18.402175 M6V
18.79695 28.138716 M7IV
19.151298 17.948749 O1VI
19.706811 17.605873 G6VI
16.84541 29.291463 B2II
17.752939 27.905338 M3VII
18.47309 28.392772 O8VI
17.624093 28.457776 F3IV
18.797884 28.288781 G4IV
18.034166 28.073433 G1VI
20.052659 18.644226 G0IV
17.280833 28.420493 K6III
16.985081 28.476153 K6III
18.887344 28.484214 A3II
17.566599 30.148649 B3VI
20.882825 17.071008 O3III
19.995779 17.340052 K7IV
20.811791 18.860374 A4VII
17.754269 28.110402 K2VII
28.014694 15.126842 M2V
